Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CLPX,Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit X,Protein Coding,O76031,45,GC15M065148,2.234869719,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPX
NAV3,Neuron Navigator 3,Protein Coding,Q8IVL0,40,GC12P077341,2.234589338,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAV3
STK32A,Serine/Threonine Kinase 32A,Protein Coding,Q8WU08,39,GC05P147234,2.23132205,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32A
SPANXN5,SPANX Family Member N5,Protein Coding,Q5MJ07,28,GC0XM052796,2.231030703,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPANXN5
HRNR,Hornerin,Protein Coding,Q86YZ3,39,GC01M152212,2.229837179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRNR
VARS1,Valyl-TRNA Synthetase 1,Protein Coding,P26640,47,GC06M083967,2.228713751,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS1
LMF2,Lipase Maturation Factor 2,Protein Coding,Q9BU23,38,GC22M050502,2.228264093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMF2
MORC3,MORC Family CW-Type Zinc Finger 3,Protein Coding,Q14149,42,GC21P036320,2.227656364,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC3
H4C11,H4 Clustered Histone 11,Protein Coding,P62805,40,GC06P111835,2.227404118,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C11
DOK6,Docking Protein 6,Protein Coding,Q6PKX4,42,GC18P069401,2.226587057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK6
WDR6,WD Repeat Domain 6,Protein Coding,Q9NNW5,41,GC03P049007,2.226331472,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR6
FSIP1,Fibrous Sheath Interacting Protein 1,Protein Coding,Q8NA03,40,GC15M039594,2.22575593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP1
DEF8,Differentially Expressed In FDCP 8 Homolog,Protein Coding,Q6ZN54,38,GC16P092278,2.225613594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEF8
DBNDD1,Dysbindin Domain Containing 1,Protein Coding,Q9H9R9,36,GC16M090004,2.225539923,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBNDD1
H2AC14,H2A Clustered Histone 14,Protein Coding,Q99878,36,GC06M083706,2.225337744,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC14
FMN1,Formin 1,Protein Coding,Q68DA7,43,GC15M032765,2.225059986,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMN1
CLEC7A,C-Type Lectin Domain Containing 7A,Protein Coding,Q9BXN2,50,GC12M025971,2.224741459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC7A
TNFAIP6,TNF Alpha Induced Protein 6,Protein Coding,P98066,45,GC02P151357,2.22390008,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP6
GDF11,Growth Differentiation Factor 11,Protein Coding,O95390,46,GC12P055743,2.222787619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF11
ACSS2,Acyl-CoA Synthetase Short Chain Family Member 2,Protein Coding,Q9NR19,50,GC20P036281,2.221614838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSS2
UBE2A,Ubiquitin Conjugating Enzyme E2 A,Protein Coding,P49459,48,GC0XP119810,2.220448494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2A
MCMBP,Minichromosome Maintenance Complex Binding Protein,Protein Coding,Q9BTE3,40,GC10M119829,2.220269203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCMBP
NFE2L1,NFE2 Like BZIP Transcription Factor 1,Protein Coding,Q14494,48,GC17P086626,2.22025919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L1
CENPU,Centromere Protein U,Protein Coding,Q71F23,42,GC04M184694,2.219806433,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPU
GTPBP10,GTP Binding Protein 10,Protein Coding,A4D1E9,38,GC07P090336,2.219339848,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP10
KCNJ3,Potassium Inwardly Rectifying Channel Subfamily J Member 3,Protein Coding,P48549,50,GC02P154698,2.217600822,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ3
UBXN1,UBX Domain Protein 1,Protein Coding,Q04323,40,GC11M113399,2.216120243,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN1
CNOT4,CCR4-NOT Transcription Complex Subunit 4,Protein Coding,O95628,44,GC07M135361,2.21514082,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT4
ELMO2,Engulfment And Cell Motility 2,Protein Coding,Q96JJ3,45,GC20M046366,2.214556217,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO2
RAB11FIP2,RAB11 Family Interacting Protein 2,Protein Coding,Q7L804,44,GC10M118004,2.21414423,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP2
SECTM1,Secreted And Transmembrane 1,Protein Coding,Q8WVN6,42,GC17M082321,2.213854313,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECTM1
TXNDC5,Thioredoxin Domain Containing 5,Protein Coding,Q8NBS9,46,GC06M007893,2.212685585,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC5
CYC1,Cytochrome C1,Protein Coding,P08574,49,GC08P144095,2.212581158,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYC1
C1orf35,Chromosome 1 Open Reading Frame 35,Protein Coding,Q9BU76,36,GC01M228100,2.212350607,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf35
LEMD3,LEM Domain Containing 3,Protein Coding,Q9Y2U8,45,GC12P065169,2.209974289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEMD3
ZBTB7B,Zinc Finger And BTB Domain Containing 7B,Protein Coding,O15156,43,GC01P157110,2.209444523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7B
PMPCB,"Peptidase, Mitochondrial Processing Subunit Beta",Protein Coding,O75439,48,GC07P103297,2.207822561,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCB
USP27X,Ubiquitin Specific Peptidase 27 X-Linked,Protein Coding,A6NNY8,36,GC0XP049879,2.207257986,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP27X
FAM3B,FAM3 Metabolism Regulating Signaling Molecule B,Protein Coding,P58499,42,GC21P041304,2.206339359,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM3B
NFIA,Nuclear Factor I A,Protein Coding,Q12857,47,GC01P060865,2.206031084,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIA
HAUS1,HAUS Augmin Like Complex Subunit 1,Protein Coding,Q96CS2,40,GC18P046104,2.206027508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS1
PRKRA,Protein Activator Of Interferon Induced Protein Kinase EIF2AK2,Protein Coding,O75569,46,GC02M178431,2.205802441,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKRA
MIR3163,MicroRNA 3163,RNA Gene,,12,GC11M066934,2.205770254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3163
ATP5PD,ATP Synthase Peripheral Stalk Subunit D,Protein Coding,O75947,42,GC17M075059,2.205092192,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PD
RHOJ,Ras Homolog Family Member J,Protein Coding,Q9H4E5,41,GC14P063204,2.203679562,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOJ
MAP7D3,MAP7 Domain Containing 3,Protein Coding,Q8IWC1,38,GC0XM136213,2.203608513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7D3
DTYMK,Deoxythymidylate Kinase,Protein Coding,P23919,49,GC02M241675,2.20342207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTYMK
S100A16,S100 Calcium Binding Protein A16,Protein Coding,Q96FQ6,40,GC01M153606,2.202298641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A16
ARHGEF17,Rho Guanine Nucleotide Exchange Factor 17,Protein Coding,Q96PE2,43,GC11P080224,2.200824261,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF17
RANBP3,RAN Binding Protein 3,Protein Coding,Q9H6Z4,42,GC19M005916,2.200382233,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP3
ZC3H18,Zinc Finger CCCH-Type Containing 18,Protein Coding,Q86VM9,36,GC16P088570,2.199946642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H18
ARHGAP20,Rho GTPase Activating Protein 20,Protein Coding,Q9P2F6,39,GC11M110577,2.197795868,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP20
PTP4A2,Protein Tyrosine Phosphatase 4A2,Protein Coding,Q12974,45,GC01M031910,2.196977139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTP4A2
ATP5PO,ATP Synthase Peripheral Stalk Subunit OSCP,Protein Coding,P48047,47,GC21M033904,2.194891214,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO
ACSL1,Acyl-CoA Synthetase Long Chain Family Member 1,Protein Coding,P33121,50,GC04M184755,2.194878578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL1
GORASP2,Golgi Reassembly Stacking Protein 2,Protein Coding,Q9H8Y8,44,GC02P170928,2.192939043,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORASP2
LIME1,Lck Interacting Transmembrane Adaptor 1,Protein Coding,Q9H400,36,GC20P065720,2.192728519,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIME1
R3HDM1,R3H Domain Containing 1,Protein Coding,Q15032,39,GC02P135531,2.192577362,https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM1
HAUS8,HAUS Augmin Like Complex Subunit 8,Protein Coding,Q9BT25,39,GC19M017049,2.19151926,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS8
TPSAB1,Tryptase Alpha/Beta 1,Protein Coding,Q15661,47,GC16P001240,2.191066504,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSAB1
PPME1,Protein Phosphatase Methylesterase 1,Protein Coding,Q9Y570,42,GC11P080259,2.190361261,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPME1
ESPN,Espin,Protein Coding,B1AK53,42,GC01P006424,2.189314604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESPN
VPS35,VPS35 Retromer Complex Component,Protein Coding,Q96QK1,47,GC16M047164,2.189280272,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35
MED18,Mediator Complex Subunit 18,Protein Coding,Q9BUE0,38,GC01P030360,2.188627243,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED18
PSMD3,"Proteasome 26S Subunit, Non-ATPase 3",Protein Coding,O43242,46,GC17P039980,2.184199572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD3
BCKDK,Branched Chain Keto Acid Dehydrogenase Kinase,Protein Coding,O14874,49,GC16P054234,2.18323946,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDK
TASOR2,Transcription Activation Suppressor Family Member 2,Protein Coding,Q5VWN6,34,GC10P005684,2.183190823,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TASOR2
GGA3,"Golgi Associated, Gamma Adaptin Ear Containing, ARF Binding Protein 3",Protein Coding,Q9NZ52,45,GC17M075236,2.182829142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGA3
RBM8A,RNA Binding Motif Protein 8A,Protein Coding,Q9Y5S9,46,GC01M145921,2.180458069,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM8A
PMPCA,"Peptidase, Mitochondrial Processing Subunit Alpha",Protein Coding,Q10713,47,GC09P136410,2.179807663,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCA
MIR3189,MicroRNA 3189,RNA Gene,,14,GC19P018386,2.179807663,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3189
GMFG,Glia Maturation Factor Gamma,Protein Coding,O60234,40,GC19M039328,2.17943573,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMFG
UPF2,UPF2 Regulator Of Nonsense Mediated MRNA Decay,Protein Coding,Q9HAU5,44,GC10M011920,2.1784513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF2
COPB1,COPI Coat Complex Subunit Beta 1,Protein Coding,P53618,45,GC11M014436,2.178273439,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB1
BAALC,BAALC Binder Of MAP3K1 And KLF4,Protein Coding,Q8WXS3,39,GC08P103218,2.17786932,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAALC
SLCO1A2,Solute Carrier Organic Anion Transporter Family Member 1A2,Protein Coding,P46721,42,GC12M021264,2.176719189,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1A2
RNLS,"Renalase, FAD Dependent Amine Oxidase",Protein Coding,Q5VYX0,42,GC10M088245,2.176462412,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNLS
PADI6,Peptidyl Arginine Deiminase 6,Protein Coding,Q6TGC4,43,GC01P018740,2.175706863,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI6
BUD23,BUD23 RRNA Methyltransferase And Ribosome Maturation Factor,Protein Coding,O43709,40,GC07P081212,2.1755023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD23
KRT73,Keratin 73,Protein Coding,Q86Y46,38,GC12M052607,2.174766541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT73
RPL37A,Ribosomal Protein L37a,Protein Coding,P61513,41,GC02P216498,2.174573421,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL37A
PLEKHA7,Pleckstrin Homology Domain Containing A7,Protein Coding,Q6IQ23,44,GC11M016778,2.174441099,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA7
CDCA4,Cell Division Cycle Associated 4,Protein Coding,Q9BXL8,40,GC14M105009,2.173286915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA4
COQ8B,Coenzyme Q8B,Protein Coding,Q96D53,44,GC19M082558,2.172969341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8B
MIR4488,MicroRNA 4488,RNA Gene,,15,GC11P061508,2.171883106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4488
SOGA1,"Suppressor Of Glucose, Autophagy Associated 1",Protein Coding,O94964,39,GC20M036777,2.171250582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOGA1
FBXO42,F-Box Protein 42,Protein Coding,Q6P3S6,38,GC01M016343,2.170626163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO42
ASIC2,Acid Sensing Ion Channel Subunit 2,Protein Coding,Q16515,47,GC17M033013,2.170511007,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC2
RBM33,RNA Binding Motif Protein 33,Protein Coding,Q96EV2,36,GC07P155644,2.169672489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM33
MRPL39,Mitochondrial Ribosomal Protein L39,Protein Coding,Q9NYK5,41,GC21M025585,2.169011593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL39
NOC4L,Nucleolar Complex Associated 4 Homolog,Protein Coding,Q9BVI4,40,GC12P132144,2.169011593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOC4L
MIR4457,MicroRNA 4457,RNA Gene,,12,GC05M001525,2.168292522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4457
LOC124900560,Small Nucleolar RNA SNORA25,RNA Gene,,9,GC03M179171,2.168232918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124900560
LYPD5,LY6/PLAUR Domain Containing 5,Protein Coding,Q6UWN5,41,GC19M082663,2.16750288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPD5
CACNB2,Calcium Voltage-Gated Channel Auxiliary Subunit Beta 2,Protein Coding,Q08289,51,GC10P018165,2.164232731,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB2
SAP30BP,SAP30 Binding Protein,Protein Coding,Q9UHR5,42,GC17P075667,2.163516998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAP30BP
STAMBP,STAM Binding Protein,Protein Coding,O95630,48,GC02P073828,2.163042307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAMBP
POLDIP3,DNA Polymerase Delta Interacting Protein 3,Protein Coding,Q9BY77,42,GC22M042583,2.162699223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP3
TNNT3,"Troponin T3, Fast Skeletal Type",Protein Coding,P45378,47,GC11P004515,2.16267705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT3
CSRP2,Cysteine And Glycine Rich Protein 2,Protein Coding,Q16527,45,GC12M076859,2.161972761,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP2
MIR1289-1,MicroRNA 1289-1,RNA Gene,,14,GC20M035453,2.160874367,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1289-1
SPINT1-AS1,SPINT1 Antisense RNA 1,RNA Gene,,15,GC15M040836,2.160783291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINT1-AS1
DSTYK,Dual Serine/Threonine And Tyrosine Protein Kinase,Protein Coding,Q6XUX3,46,GC01M205111,2.159154892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSTYK
HMGCS1,3-Hydroxy-3-Methylglutaryl-CoA Synthase 1,Protein Coding,Q01581,45,GC05M044545,2.15878582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCS1
AFG3L1P,"AFG3 Like Matrix AAA Peptidase Subunit 1, Pseudogene",Pseudogene,,19,GC16P092282,2.158012152,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L1P
NCKAP1,NCK Associated Protein 1,Protein Coding,Q9Y2A7,44,GC02M182909,2.157954931,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCKAP1
SERPINB7,Serpin Family B Member 7,Protein Coding,O75635,45,GC18P063752,2.156739712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB7
IFNA17,Interferon Alpha 17,Protein Coding,P01571,36,GC09M021227,2.155504704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA17
MED11,Mediator Complex Subunit 11,Protein Coding,Q9P086,36,GC17P004731,2.155068398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED11
USP32,Ubiquitin Specific Peptidase 32,Protein Coding,Q8NFA0,43,GC17M065764,2.154793739,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP32
PRKX,Protein Kinase CAMP-Dependent X-Linked Catalytic Subunit,Protein Coding,P51817,47,GC0XM003604,2.154771805,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKX
ZW10,Zw10 Kinetochore Protein,Protein Coding,O43264,42,GC11M113733,2.154639959,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZW10
RNF135,Ring Finger Protein 135,Protein Coding,Q8IUD6,45,GC17P030958,2.154512405,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF135
MED22,Mediator Complex Subunit 22,Protein Coding,Q15528,42,GC09M133338,2.15425992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED22
DBI,"Diazepam Binding Inhibitor, Acyl-CoA Binding Protein",Protein Coding,P07108,49,GC02P119366,2.15348506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBI
UTP23,UTP23 Small Subunit Processome Component,Protein Coding,Q9BRU9,39,GC08P116873,2.153354168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP23
POLA2,"DNA Polymerase Alpha 2, Accessory Subunit",Protein Coding,Q14181,46,GC11P079842,2.153352499,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA2
TRIM13,Tripartite Motif Containing 13,Protein Coding,O60858,42,GC13P049995,2.152916193,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM13
OSBPL8,Oxysterol Binding Protein Like 8,Protein Coding,Q9BZF1,41,GC12M076354,2.152488708,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL8
SH2D3A,SH2 Domain Containing 3A,Protein Coding,Q9BRG2,39,GC19M006752,2.151697397,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D3A
DNAJB6,DnaJ Heat Shock Protein Family (Hsp40) Member B6,Protein Coding,O75190,45,GC07P157335,2.150716782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB6
ATXN7,Ataxin 7,Protein Coding,O15265,46,GC03P063864,2.150470018,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7
C2,Complement C2,Protein Coding,P06681,51,GC06P031897,2.150374413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2
RERE,Arginine-Glutamic Acid Dipeptide Repeats,Protein Coding,Q9P2R6,47,GC01M010846,2.150121689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RERE
MIR589,MicroRNA 589,RNA Gene,,20,GC07M005495,2.14986372,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR589
IPO4,Importin 4,Protein Coding,Q8TEX9,42,GC14M025810,2.148398161,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4
HPX,Hemopexin,Protein Coding,P02790,46,GC11M009232,2.146868229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPX
MAVS,Mitochondrial Antiviral Signaling Protein,Protein Coding,Q7Z434,44,GC20P006790,2.146054983,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAVS
HCRT,Hypocretin Neuropeptide Precursor,Protein Coding,O43612,44,GC17M064161,2.143069506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRT
EIF4G2,Eukaryotic Translation Initiation Factor 4 Gamma 2,Protein Coding,P78344,45,GC11M011327,2.142168045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G2
ME2,Malic Enzyme 2,Protein Coding,P23368,47,GC18P050879,2.142143726,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME2
H2AC12,H2A Clustered Histone 12,Protein Coding,Q96KK5,37,GC06P113391,2.141637325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC12
CDK5RAP1,CDK5 Regulatory Subunit Associated Protein 1,Protein Coding,Q96SZ6,42,GC20M033358,2.140319824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP1
BATF,Basic Leucine Zipper ATF-Like Transcription Factor,Protein Coding,Q16520,44,GC14P075523,2.139956951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BATF
SRGN,Serglycin,Protein Coding,P10124,44,GC10P069088,2.139792919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGN
CD207,CD207 Molecule,Protein Coding,Q9UJ71,44,GC02M070830,2.139243603,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD207
IFNL2,Interferon Lambda 2,Protein Coding,Q8IZJ0,39,GC19P039268,2.138553381,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2
RCC1L,RCC1 Like,Protein Coding,Q96I51,32,GC07M075171,2.138097286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC1L
FCN3,Ficolin 3,Protein Coding,O75636,48,GC01M029792,2.138036728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN3
MED25,Mediator Complex Subunit 25,Protein Coding,Q71SY5,44,GC19P089941,2.135909081,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED25
MIR3201,MicroRNA 3201,RNA Gene,,10,GC22P048274,2.135490179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3201
SRSF11,Serine And Arginine Rich Splicing Factor 11,Protein Coding,Q05519,42,GC01P070206,2.135203838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF11
NUP37,Nucleoporin 37,Protein Coding,Q8NFH4,41,GC12M102073,2.134979486,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP37
GRID2,Glutamate Ionotropic Receptor Delta Type Subunit 2,Protein Coding,O43424,49,GC04P092304,2.133382559,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRID2
LUZP2,Leucine Zipper Protein 2,Protein Coding,Q86TE4,39,GC11P024518,2.133170128,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP2
TRAF3IP3,TRAF3 Interacting Protein 3,Protein Coding,Q9Y228,39,GC01P209756,2.133041143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP3
RNPS1,RNA Binding Protein With Serine Rich Domain 1,Protein Coding,Q15287,44,GC16M002253,2.132230759,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPS1
LRRC8A,Leucine Rich Repeat Containing 8 VRAC Subunit A,Protein Coding,Q8IWT6,44,GC09P128882,2.131925344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC8A
PHC3,Polyhomeotic Homolog 3,Protein Coding,Q8NDX5,42,GC03M170086,2.131232738,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC3
TRIP10,Thyroid Hormone Receptor Interactor 10,Protein Coding,Q15642,45,GC19P006737,2.131198883,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP10
MIR5194,MicroRNA 5194,RNA Gene,,12,GC08M130008,2.131176233,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5194
